Beitucheng;Anzhenmen;1.217
Anzhenmen;Huixinxijie Nankou;1.217
Huixinxijie Nankou;Shaoyaoju;1.217
Shaoyaoju;Taiyanggong;1.217
Taiyanggong;Sanyuanqiao;1.217
Sanyuanqiao;Liangmaqiao;1.217
Liangmaqiao;Agricultural Exhibition Center;1.217
Agricultural Exhibition Center;Tuanjiehu;1.217
Tuanjiehu;Hujialou;1.217
Hujialou;Jintaixizhao;1.217
Jintaixizhao;Guomao;1.217
Guomao;Shuangjing;1.217
Shuangjing;Jinsong;1.217
Jinsong;Panjiayuan;1.217
Panjiayuan;Shilihe;1.217
Shilihe;Fenzhongsi;1.217
Fenzhongsi;Chengshousi;1.217
Chengshousi;Songjiazhuang;1.217
Songjiazhuang;Shiliuzhuang;1.217
Shiliuzhuang;Dahongmen;1.217
Dahongmen;Jiaomen East;1.217
Jiaomen East;Jiaomen West;1.217
Jiaomen West;Caoqiao;1.217
Caoqiao;Jijiamiao;1.217
Jijiamiao;Shoujingmao;1.217
Shoujingmao;Fengtai Railway Station;1.217
Fengtai Railway Station;Niwa;1.217
Niwa;Xiju;1.217
Xiju;Liuliqiao;1.217
Liuliqiao;Lianhuaqiao;1.217
Lianhuaqiao;Gongzhufen;1.217
Gongzhufen;Xidiaoyutai;1.217
Xidiaoyutai;Cishousi;1.217
Cishousi;Chedaogou;1.217
Chedaogou;Changchunqiao;1.217
Changchunqiao;Huoqiying;1.217
Huoqiying;Bagou;1.217
Anheqiao North;Beigongmen;0.83
Beigongmen;Xiyuan;0.83
Xiyuan;Yuanmingyuan Park;0.83
Yuanmingyuan Park;East Gate of Peking University;0.83
East Gate of Peking University;Zhongguancun;0.83
Zhongguancun;Haidianhuangzhuang;0.83
Haidianhuangzhuang;Renmin University;0.83
Renmin University;Weigongcun;0.83
Weigongcun;National Library;0.83
National Library;Beijing Zoo;0.83
Beijing Zoo;Xizhimen;0.83
Xizhimen;Xinjiekou;0.83
Xinjiekou;Ping'anli;0.83
Ping'anli;Xisi;0.83
Xisi;Lingjing Hutong;0.83
Lingjing Hutong;Xidan;0.83
Xidan;Xuanwumen;0.83
Xuanwumen;Caishikou;0.83
Caishikou;Taoranting;0.83
Taoranting;Beijing South Railway Station;0.83
Beijing South Railway Station;Majiapu;0.83
Majiapu;Jiaomen West;0.83
Jiaomen West;Gongyixiqiao;0.83
Gongyixiqiao;Xingong;0.83
Xingong;Xihongmen;0.83
Xihongmen;Gaomidian North;0.83
Gaomidian North;Gaomidian South;0.83
Gaomidian South;Zaoyuan;0.83
Zaoyuan;Qingyuanlu;0.83
Qingyuanlu;Huangcunxidajie;0.83
Huangcunxidajie;Huangcun Railway Station;0.83
Huangcun Railway Station;Yihezhuang;0.83
Yihezhuang;Biomedical Base;0.83
Biomedical Base;Tiangongyuan;0.83
Bei'anhe;Wenyanglu;2.22
Wenyanglu;Daoxianghulu;2.22
Daoxianghulu;Tundian;2.22
Tundian;Yongfeng;2.22
Yongfeng;Yongfeng South;2.22
Yongfeng South;Xibeiwang;2.22
Xibeiwang;Malianwa;2.22
Malianwa;Nongdananlu;2.22
Nongdananlu;Xiyuan;2.22
National Library;Baishiqiao South;1.375
Baishiqiao South;Baiduizi;1.375
Baiduizi;Military Museum;1.375
Military Museum;Beijing West Railway Station;1.375
Beijing West Railway Station;Liuliqiao East;1.375
Liuliqiao East;Liuliqiao;1.375
Liuliqiao;Qilizhuang;1.375
Qilizhuang;Fengtai Dongdajie;1.375
Fengtai Dongdajie;Fengtainanlu;1.375
Fengtainanlu;Keyilu;1.375
Keyilu;Fengtai Science Park;1.375
Fengtai Science Park;Guogongzhuang;1.375
Guogongzhuang;Dabaotai;2.25
Dabaotai;Daotian;2.25
Daotian;Changyang;2.25
Changyang;Libafang;2.25
Libafang;Guangyangcheng;2.25
Guangyangcheng;Liangxiang University Town North;2.25
Liangxiang University Town North;Liangxiang University Town;2.25
Liangxiang University Town;Liangxiang University Town West;2.25
Liangxiang University Town West;Liangxiangnanguan;2.25
Liangxiangnanguan;Suzhuang;2.25
Suzhuang;Yancun East;2.25
Haidian Wuluju;Cishousi;1.216
Cishousi;Huayuanqiao;1.216
Huayuanqiao;Baishiqiao South;1.216
Baishiqiao South;Chegongzhuang West;1.216
Chegongzhuang West;Chegongzhuang;1.216
Chegongzhuang;Ping'anli;1.216
Ping'anli;Beihai North;1.216
Beihai North;Nanluoguxiang;1.216
Nanluoguxiang;Dongsi;1.216
Dongsi;Chaoyangmen;1.216
Chaoyangmen;Dongdaqiao;1.216
Dongdaqiao;Hujialou;1.216
Hujialou;Jintailu;1.216
Jintailu;Shilipu;1.216
Shilipu;Qiannianlu;1.216
Qiannianlu;Dalianpo;1.216
Dalianpo;Huangqu;1.216
Huangqu;Changying;1.216
Changying;Caofang;1.216
Caofang;Wuzixueyuanlu;1.216
Wuzixueyuanlu;Tongzhou Beiguan;1.216
Tongzhou Beiguan;Beiyunhe West;1.216
Beiyunhe West;Haojiafu;1.216
Haojiafu;Dongxiayuan;1.216
Dongxiayuan;Lucheng;1.216
Zhuxinzhuang;Yuzhilu;1.294
Yuzhilu;Pingxifu;1.294
Pingxifu;Huilongguan Dongdajie;1.294
Huilongguan Dongdajie;Huoying;1.294
Huoying;Yuxin;1.294
Yuxin;Xixiaokou;1.294
Xixiaokou;Yongtaizhuang;1.294
Yongtaizhuang;Lincuiqiao;1.294
Lincuiqiao;South Gate of Forest Park;1.294
South Gate of Forest Park;Olympic Green;1.294
Olympic Green;Olympic Sports Center;1.294
Olympic Sports Center;Beitucheng;1.294
Beitucheng;Anhuaqiao;1.294
Anhuaqiao;Andelibeijie;1.294
Andelibeijie;Guloudajie;1.294
Guloudajie;Shichahai;1.294
Shichahai;Nanluoguxiang;1.294
Tiantongyuan North;Tiantongyuan;1.25
Tiantongyuan;Tiantongyuan South;1.25
Tiantongyuan South;Lishuiqiao;1.25
Lishuiqiao;Lishuiqiao South;1.25
Lishuiqiao South;Beiyuanlu North;1.25
Beiyuanlu North;Datunlu East;1.25
Datunlu East;Huixinxijie Beikou;1.25
Huixinxijie Beikou;Huixinxijie Nankou;1.25
Huixinxijie Nankou;Hepingxiqiao;1.25
Hepingxiqiao;Hepingli Beijie;1.25
Hepingli Beijie;Yonghegong Lama Temple;1.25
Yonghegong Lama Temple;Beixinqiao;1.25
Beixinqiao;Zhangzizhonglu;1.25
Zhangzizhonglu;Dongsi;1.25
Dongsi;Dengshikou;1.25
Dengshikou;Dongdan;1.25
Dongdan;Chongwenmen;1.25
Chongwenmen;Ciqikou;1.25
Ciqikou;Tiantandongmen;1.25
Tiantandongmen;Puhuangyu;1.25
Puhuangyu;Liujiayao;1.25
Liujiayao;Songjiazhuang;1.25
Songjiazhuang;Xiaocun;1.95
Xiaocun;Xiaohongmen;1.95
Xiaohongmen;Jiugong;1.95
Jiugong;Yizhuangqiao;1.95
Yizhuangqiao;Yizhuang Culture Park;1.95
Yizhuang Culture Park;Wanyuanjie;1.95
Wanyuanjie;Rongjingdongjie;1.95
Rongjingdongjie;Rongchangdongjie;1.95
Rongchangdongjie;Tongji Nanjie;1.95
Tongji Nanjie;Jinghailu;1.95
Jinghailu;Ciqu South;1.95
Ciqu South;Ciqu;1.95
Qinghuadongluxikou;Liudaokou;1.68
Liudaokou;Beishatan;1.68
Beishatan;Olympic Green;1.68
Olympic Green;Anlilu;1.68
Anlilu;Datunlu East;1.68
Datunlu East;Guanzhuang;1.68
Guanzhuang;Wangjing West;1.68
Wangjing West;Wangjing;1.68
Wangjing;Cuigezhuang;1.68
Cuigezhuang;Maquanying;1.68
Maquanying;Sunhe;1.68
Sunhe;China International Exhibition Center;1.68
China International Exhibition Center;Hualikan;1.68
Hualikan;Houshayu;1.68
Houshayu;Nanfaxin;1.68
Nanfaxin;Shimen;1.68
Shimen;Shunyi;1.68
Shunyi;Fengbo;1.68
Beijing South Railway Station;Yongdingmenwai;1.63
Yongdingmenwai;Jingtai;1.63
Jingtai;Puhuangyu;1.63
Puhuangyu;Fangzhuang;1.63
Fangzhuang;Shilihe;1.63
Shilihe;Beigongda Ximen;1.63
Beigongda Ximen;Jiulongshan;1.63
Jiulongshan;Dawanglu;1.63
Dawanglu;Jintailu;1.63
Jintailu;Chaoyang Park;1.63
Chaoyang Park;Zaoying;1.63
Zaoying;Dongfeng Beiqiao;1.63
Dongfeng Beiqiao;Jiangtai;1.63
Jiangtai;Wangjing South;1.63
Wangjing South;Futong;1.63
Futong;Wangjing;1.63
Wangjing;Donghuqu;1.63
Donghuqu;Laiguangying;1.63
Laiguangying;Shan'gezhuang;1.63
Beijing West Railway Station;Wanzi;1.31
Wanzi;Daguanying;1.31
Daguanying;Guang'anmennei;1.31
Guang'anmennei;Caishikou;1.31
Caishikou;Hufangqiao;1.31
Hufangqiao;Zhushikou;1.31
Zhushikou;Qiaowan;1.31
Qiaowan;Ciqikou;1.31
Ciqikou;Guangqumennei;1.31
Guangqumennei;Guangqumenwai;1.31
Guangqumenwai;Jiulongshan;1.31
Jiulongshan;Dajiaoting;1.31
Dajiaoting;Baiziwan;1.31
Baiziwan;Huagong;1.31
Huagong;Nanlouzizhuang;1.31
Nanlouzizhuang;Happy Valley Scenic Area;1.31
Happy Valley Scenic Area;Shuanghe;1.31
Shuanghe;Jiaohuachang;1.31
Xierqi;Life Science Park;1.93
Life Science Park;Zhuxinzhuang;1.93
Zhuxinzhuang;Gonghuacheng;1.93
Gonghuacheng;Shahe;1.93
Shahe;Shahe University Park;1.93
Shahe University Park;Nanshao;1.93
Nanshao;Beishaowa;1.93
Beishaowa;Changping Dongguan;1.93
Changping Dongguan;Changping;1.93
Changping;Ming Tombs;1.93
Ming Tombs;Changping Xishankou;1.93
